0 0 0 0 0
1 AAAAAAAA 92492492 F3CF3CF4 61861860
2 AAAAAAAA 94A5294A F23C8F24 6318C630
3 AAAAAAAA A54A952A 3C78F1E4 6E31B8C6
4 AAAAAAAA A54A952A 3C78F1E4 6E31B8C6
5 AAAAAAAA AAAAAAAA E38E38E4 71C71C70
6 AAAAAAAA AAAAAAAA E38E38E4 71C71C70
7 92492492 AAAAAAAA F3CF3CF4 61861860
8 AAAAAAAA AAAAAAAA E38E38E4 71C71C70
9 95552AAA 554AAAAA 800738E4 31C0D556
10 FFFFFFFF FFFFFFFF 1 FFFFFFFE
